image_path,target,oof_fold
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0228_p01_01.png,51G39466,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0229_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0230_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0231_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0236_p01_01.png,51F52170,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0240_p01_01.png,60A20880,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0241_p01_01.png,60A20880,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0246_p01_01.png,51G22237,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0247_p01_01.png,51G22237,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0254_p01_01.png,51G37675,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0258_p01_01.png,50Z1630,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0263_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0266_p01_01.png,51F07568,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0267_p01_01.png,51A90905,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0275_p01_01.png,51A02923,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0279_p01_01.png,51A16598,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0283_p01_01.png,51G01177,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0284_p01_01.png,51G01177,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0292_p01_01.png,51G47340,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0295_p01_01.png,51F06532,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0301_p01_01.png,51F06532,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0302_p01_01.png,60LD00584,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0303_p01_01.png,60A21418,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0304_p01_01.png,60A21418,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0305_p01_01.png,51F22029,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0306_p01_01.png,51F22029,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0308_p01_01.png,51A05227,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0309_p01_01.png,51A05227,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0312_p01_01.png,51G39466,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0313_p01_01.png,51G39466,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0314_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0315_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0323_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0324_p01_01.png,52Y6490,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0335_p01_01.png,51G22237,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0336_p01_01.png,60A03868,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0337_p01_01.png,60A03868,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0341_p01_01.png,50Z1630,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0342_p01_01.png,50Z1630,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0350_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0362_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0366_p01_01.png,51F82606,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0374_p01_01.png,51F22029,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0377_p01_01.png,86A06844,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0378_p01_01.png,86A06844,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0379_p01_01.png,93LD00103,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0392_p01_01.png,51G21797,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0393_p01_01.png,62A05516,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0394_p01_01.png,62A05516,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0399_p01_01.png,51F24476,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0405_p01_01.png,51G25481,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0414_p01_01.png,51F64619,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0415_p01_01.png,51F64619,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0425_p01_01.png,51G39466,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0428_p01_01.png,51F06532,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0429_p01_01.png,51F06532,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0431_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0436_p01_01.png,93LD00103,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0443_p01_01.png,51F22029,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0446_p01_01.png,51G01440,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0449_p01_01.png,51F65B5,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0456_p01_01.png,51G39466,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0458_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0464_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0476_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0477_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0485_p01_01.png,51F58250,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0487_p01_01.png,51G47281,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0488_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0489_p01_01.png,61A30001,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0492_p01_01.png,51G27471,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0495_p01_01.png,51G47281,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0498_p01_01.png,51F49142,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0506_p01_01.png,51G42861,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0512_p01_01.png,60A03868,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0530_p01_01.png,51G01440,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0531_p01_01.png,51G01440,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0550_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0552_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0554_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0555_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0560_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0561_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0565_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0574_p01_01.png,51A60216,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0589_p01_01.png,51A60216,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0590_p01_01.png,51A60216,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0604_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0611_p01_01.png,61A30001,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0613_p01_01.png,51F02687,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0618_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0623_p01_01.png,51G47281,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0636_p01_01.png,51F49142,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0640_p01_01.png,51A90905,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0653_p01_01.png,51G47340,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0661_p01_01.png,60A21418,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0673_p01_01.png,51A05227,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0674_p01_01.png,51A05227,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0679_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0681_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0683_p01_01.png,51A55433,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0690_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0717_p01_01.png,86A06642,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0718_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0719_p01_01.png,51G20536,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0723_p01_01.png,51F15380,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0728_p01_01.png,51F13251,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0729_p01_01.png,51F13251,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0736_p01_01.png,51G48154,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0737_p01_01.png,51G48154,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0738_p01_01.png,51F77836,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0739_p01_01.png,51F77836,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0740_p01_01.png,51F98466,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0741_p01_01.png,51F98466,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0747_p01_01.png,51G20536,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0749_p01_01.png,30V3993,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0750_p01_01.png,30V3993,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0757_p01_01.png,51A05227,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0761_p01_01.png,51F89357,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0762_p01_01.png,51A05227,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0763_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0765_p01_01.png,93LD00103,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0767_p01_01.png,51A05227,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0775_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0776_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0778_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0779_p01_01.png,51A55433,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0784_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0785_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0786_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0789_p01_01.png,51F35613,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0790_p01_01.png,51F35613,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0800_p01_01.png,51F75326,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0809_p01_01.png,51F04877,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0810_p01_01.png,51F04877,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0814_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0815_p01_01.png,51G20536,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0816_p01_01.png,51G20536,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0825_p01_01.png,51F13251,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0829_p01_01.png,51G48154,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0830_p01_01.png,51G48154,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0831_p01_01.png,51F77836,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0832_p01_01.png,51F98466,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0845_p01_01.png,51A45974,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0852_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0854_p01_01.png,51A45974,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0855_p01_01.png,51A45974,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0860_p01_01.png,51F07568,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0861_p01_01.png,51F07568,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0866_p01_01.png,51A16598,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0867_p01_01.png,51A16598,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0880_p01_01.png,60A39951,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0881_p01_01.png,60A39951,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0882_p01_01.png,51F06532,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0892_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0897_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0907_p01_01.png,30V3993,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0908_p01_01.png,51F59011,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0910_p01_01.png,51G21797,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0911_p01_01.png,62A05516,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0912_p01_01.png,51F24476,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0913_p01_01.png,56N7186,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0920_p01_01.png,51F64619,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0923_p01_01.png,51G34471,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0925_p01_01.png,51F06532,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0928_p01_01.png,51F22029,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0929_p01_01.png,51F22029,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0931_p01_01.png,51A05227,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0945_p01_01.png,51G39466,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0947_p01_01.png,51F07973,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0949_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0950_p01_01.png,51F61712,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0955_p01_01.png,51A25668,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0958_p01_01.png,51A69172,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0963_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0966_p01_01.png,52Z9755,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0967_p01_01.png,52Z9755,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0980_p01_01.png,51A11122,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0989_p01_01.png,30V3993,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0008_p01_01.png,62A25781,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0010_p01_01.png,59S361475,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0010_p02_02.png,59S309124,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0014_p01_01.png,60K26831,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0020_p01_01.png,55X86135,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0021_p01_01.png,51A61294,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0022_p01_01.png,51A41137,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0023_p01_01.png,51F87119,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0024_p01_01.png,51C46918,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0026_p01_01.png,59X129252,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\Dieu_0029_p01_01.png,51A18281,0
