image_path,target,oof_fold
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0160_p01_01.png,52Y6490,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0161_p01_01.png,52Y6490,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0162_p01_01.png,51F16159,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0164_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0179_p01_01.png,51G51332,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0182_p01_01.png,51F22261,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0183_p01_01.png,51F22261,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0188_p01_01.png,51F32488,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0192_p01_01.png,51G49539,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0193_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0194_p01_01.png,51F20754,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0195_p01_01.png,51F20754,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0196_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0206_p01_01.png,51F06532,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0222_p01_01.png,51G21670,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0225_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0226_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0229_p01_01.png,51F07973,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0230_p01_01.png,51F07973,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0231_p01_01.png,51F61712,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0233_p01_01.png,51G42971,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0234_p01_01.png,51G37307,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0235_p01_01.png,51G37307,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0237_p01_01.png,51F63034,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0238_p01_01.png,51F63034,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0240_p01_01.png,60A20880,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0241_p01_01.png,60A20880,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0246_p01_01.png,51G22237,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0247_p01_01.png,51G22237,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0259_p01_01.png,51G51332,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0260_p01_01.png,51F22261,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0262_p01_01.png,51F64665,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0267_p01_01.png,51A90905,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0268_p01_01.png,51G00672,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0269_p01_01.png,51G00672,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0272_p01_01.png,51F06948,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0274_p01_01.png,51G10096,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0281_p01_01.png,48A05177,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0282_p01_01.png,51G49539,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0288_p01_01.png,51G37307,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0292_p01_01.png,51G47340,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0295_p01_01.png,51F06532,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0301_p01_01.png,51F06532,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0302_p01_01.png,60LD00584,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0303_p01_01.png,60A21418,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0304_p01_01.png,60A21418,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0305_p01_01.png,51F22029,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0306_p01_01.png,51F22029,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0314_p01_01.png,51F61712,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0315_p01_01.png,51F61712,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0318_p01_01.png,51G37307,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0319_p01_01.png,51G37307,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0323_p01_01.png,51A69172,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0324_p01_01.png,52Y6490,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0326_p01_01.png,51F16159,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0327_p01_01.png,51F16159,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0328_p01_01.png,51F06609,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0329_p01_01.png,51F06609,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0335_p01_01.png,51G22237,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0340_p01_01.png,51G43630,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0345_p01_01.png,51F22261,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0353_p01_01.png,51G00672,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0354_p01_01.png,51G00672,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0356_p01_01.png,51A77529,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0362_p01_01.png,51F07973,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0366_p01_01.png,51F82606,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0369_p01_01.png,51G51292,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0374_p01_01.png,51F22029,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0377_p01_01.png,86A06844,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0378_p01_01.png,86A06844,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0379_p01_01.png,93LD00103,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0392_p01_01.png,51G21797,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0393_p01_01.png,62A05516,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0394_p01_01.png,62A05516,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0399_p01_01.png,51F24476,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0405_p01_01.png,51G25481,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0407_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0408_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0414_p01_01.png,51F64619,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0415_p01_01.png,51F64619,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0419_p01_01.png,51G21748,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0420_p01_01.png,51G10096,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0421_p01_01.png,51G10096,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0422_p01_01.png,51G37307,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0428_p01_01.png,51F06532,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0429_p01_01.png,51F06532,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0431_p01_01.png,51F61712,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0432_p01_01.png,51A77529,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0433_p01_01.png,51A77529,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0436_p01_01.png,93LD00103,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0443_p01_01.png,51F22029,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0447_p01_01.png,51C59323,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0449_p01_01.png,51F65B5,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0453_p01_01.png,51F63034,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0454_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0455_p01_01.png,51F06948,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0458_p01_01.png,51F07973,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0463_p01_01.png,51F16159,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0464_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0466_p01_01.png,51G37307,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0472_p01_01.png,51F44614,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0476_p01_01.png,51A69172,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0477_p01_01.png,51A69172,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0480_p01_01.png,61A39534,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0481_p01_01.png,51G51332,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0483_p01_01.png,51F22261,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0485_p01_01.png,51F58250,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0489_p01_01.png,61A30001,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0500_p01_01.png,51B21666,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0503_p01_01.png,51B21666,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0505_p01_01.png,51F20754,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0517_p01_01.png,51F44614,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0520_p01_01.png,51F63034,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0525_p01_01.png,51G51332,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0532_p01_01.png,51C59323,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0537_p01_01.png,51F22261,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0540_p01_01.png,51F22261,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0542_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0545_p01_01.png,51F06948,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0550_p01_01.png,51F07973,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0552_p01_01.png,51F07973,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0554_p01_01.png,51F61712,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0555_p01_01.png,51F61712,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0557_p01_01.png,51F55827,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0558_p01_01.png,51F63034,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0560_p01_01.png,51A69172,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0561_p01_01.png,51A69172,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0565_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0582_p01_01.png,51F44614,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0583_p01_01.png,51F44614,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0584_p01_01.png,51F44614,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0585_p01_01.png,51F44614,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0596_p01_01.png,61A39534,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0598_p01_01.png,51G51332,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0601_p01_01.png,51F22261,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0611_p01_01.png,61A30001,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0618_p01_01.png,51A69172,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0620_p01_01.png,51F16159,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0621_p01_01.png,51F16159,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0626_p01_01.png,51F20754,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0627_p01_01.png,51F20754,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0640_p01_01.png,51A90905,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0642_p01_01.png,51G10096,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0644_p01_01.png,48A05177,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0649_p01_01.png,51G37307,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0653_p01_01.png,51G47340,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0661_p01_01.png,60A21418,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0665_p01_01.png,51A77529,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0671_p01_01.png,51F79512,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0672_p01_01.png,51F79512,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0679_p01_01.png,51F07973,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0681_p01_01.png,51F61712,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0685_p01_01.png,30E00090,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0686_p01_01.png,30E00090,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0687_p01_01.png,51F63034,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0690_p01_01.png,51A69172,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0704_p01_01.png,51G51332,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0711_p01_01.png,51G51332,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0717_p01_01.png,86A06642,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0719_p01_01.png,51G20536,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0728_p01_01.png,51F13251,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0729_p01_01.png,51F13251,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0747_p01_01.png,51G20536,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0752_p01_01.png,51A75932,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0754_p01_01.png,60LD4379,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0761_p01_01.png,51F89357,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0765_p01_01.png,93LD00103,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0771_p01_01.png,51A01204,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0773_p01_01.png,51F06948,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0775_p01_01.png,51F07973,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0776_p01_01.png,51F61712,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0781_p01_01.png,51F63034,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0782_p01_01.png,51F63034,4
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0784_p01_01.png,51A69172,3
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0785_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0786_p01_01.png,61A22959,2
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0800_p01_01.png,51F75326,0
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0815_p01_01.png,51G20536,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0816_p01_01.png,51G20536,1
d:\NEO\LPR\parseq_official_pipeline\dataset\color_filtered\other\carlong_0818_p01_01.png,51F78904,0
